House_Size,Num_Bedrooms,Num_Bathrooms,Location,Year_Built,Garage,Price
1619.2900146716402,1,1,Urban,1965,No,155948.0397456108
2008.8035892734176,2,1,Urban,1990,No,78333.48396313879
1237.9652915906838,5,3,Urban,1981,Yes,153007.50357518878
1063.646957796455,5,1,Rural,1955,Yes,248935.4537605462
2421.3043219025453,3,1,Rural,1961,No,247827.7568007158
1661.4109799840303,1,3,Rural,2020,No,306981.8488568093
1369.9654589673482,5,1,Suburban,2007,No,244270.69082022243
435.89269780521863,1,3,Rural,2016,No,147894.74076627477
2438.725144752316,2,2,Urban,1958,No,290149.38981630054
940.0741645001609,1,1,Suburban,2009,No,164264.2802096015
1611.9569238491956,1,2,Suburban,1959,Yes,174289.19943367958
1655.1736808075384,4,1,Urban,1965,Yes,130237.90661395062
1575.607311800626,4,3,Suburban,2009,Yes,304649.40135006845
999.7816615677311,2,2,Rural,1990,No,-19188.58894523015
2150.6169571079026,2,3,Urban,1997,No,267179.5043578576
1978.9290614917004,5,2,Urban,1989,Yes,105861.72873102907
401.11366987988845,3,1,Urban,1976,No,155000.40424887429
1946.8146898532414,3,2,Urban,2015,No,126241.79536012911
1342.919402922986,1,2,Rural,2021,Yes,142069.0444549708
1031.257370265996,2,1,Urban,1951,No,281742.64236451953
1334.14179603161,4,2,Suburban,1986,No,138165.88529024908
1539.4534781087505,3,2,Rural,1979,Yes,284066.51190819393
1125.1234205745359,5,3,Suburban,1994,No,249017.96250748314
2563.276676297798,3,1,Urban,2001,No,353540.0030425382
1382.3129595320204,2,1,Suburban,2002,No,158746.34240399755
1405.108480928402,2,2,Rural,1950,No,132407.7350389796
2293.736261898147,3,3,Suburban,1985,Yes,116897.45351031421
1655.879964114719,3,3,Urban,1990,No,269613.0824430157
1768.4860930444834,3,2,Rural,1957,Yes,318407.1043203997
1236.1292203045105,4,3,Suburban,1957,No,247981.34671042074
2132.1341829613307,3,1,Rural,1963,No,134223.30153634184
2389.0281173379576,2,3,Rural,1995,No,220855.12378712525
702.339153244903,4,2,Suburban,2018,Yes,272274.5754862277
2283.3216880236114,2,3,Suburban,1969,Yes,156856.38442162354
603.7090537202733,2,2,Urban,1994,Yes,224310.22217319589
730.9742423296893,5,1,Suburban,1972,No,213114.94164892507
1187.2384293663733,5,3,Urban,1973,No,96178.17678468942
1569.498945352632,3,1,Urban,1969,No,109799.55131083756
1349.252464946037,5,3,Urban,1997,Yes,139018.99573188278
1004.003439580569,5,2,Rural,2018,No,90359.59354352798
1210.417614044815,4,3,Rural,1968,No,257659.0935407315
1797.2163417923118,5,3,Rural,1989,Yes,197213.1520434084
1894.5712331984182,4,2,Rural,1994,No,162647.37562331656
808.2162461584205,2,3,Suburban,1981,Yes,176986.37413957907
1415.000597139386,3,1,Suburban,1969,Yes,229797.89712228204
1395.3789216839007,2,2,Suburban,1997,No,146613.26832638786
1326.1840637203131,1,2,Suburban,1992,No,191473.12661192514
1852.766264332699,3,1,Suburban,1954,Yes,331838.0672452693
2000.3055350823229,5,3,Suburban,1965,Yes,226422.50888573102
1526.9467335845966,5,2,Urban,1962,No,304853.18307860004
2020.2188805067221,4,3,Suburban,1966,No,282414.0592771154
1883.0085278904767,3,3,Rural,1979,Yes,267742.82465693064
1386.9286992261668,2,1,Urban,1983,Yes,197351.07138717608
1011.4767259882381,4,2,Rural,2022,Yes,134299.90699424758
1688.9568150191315,4,2,Urban,1973,No,252081.5944490572
1214.9228219996583,2,3,Urban,2015,Yes,184124.99207478596
1626.7757407873385,3,1,Suburban,1970,Yes,146730.8959190792
1387.8560191226886,2,3,Rural,2023,Yes,150839.1955269386
949.0669812515529,3,3,Suburban,2018,No,205723.9151507689
1548.9774807424646,5,1,Rural,1968,Yes,250365.39894163248
2273.1099273503823,1,2,Rural,1982,No,81063.12447503369
1648.6687522130285,5,3,Suburban,1980,No,206619.89919106883
761.3920648648368,4,3,Suburban,1958,Yes,196060.54615452708
1735.803980861324,4,1,Rural,1964,Yes,189172.37089166327
1280.0631059611155,1,1,Rural,1979,No,-12469.012374104146
1544.3767697025216,5,3,Suburban,1986,Yes,212798.0194844064
2154.5795613353803,3,3,Suburban,1955,Yes,168106.94048106135
1656.570968694343,4,2,Suburban,2016,Yes,288787.8978885503
434.04230885797665,5,2,Suburban,1984,No,210007.96913130418
1050.027784783502,2,1,Urban,1982,No,220835.65339101845
1316.724801322656,5,2,Suburban,2022,No,212446.45248281985
1932.1363843031395,4,3,Suburban,1994,Yes,160832.34812132875
1598.8930155811418,3,2,Suburban,1966,No,209406.53553986055
1597.5469587816478,2,1,Rural,2015,No,160784.45291032284
1813.0456744907917,4,2,Urban,2010,Yes,129155.15296520038
1251.0969768870332,5,1,Rural,1999,No,209882.4771219385
2519.261342524631,3,1,Urban,2006,Yes,137467.5522140517
2502.003509042871,4,1,Rural,2007,Yes,109820.17910867077
1800.9410764804443,4,3,Urban,1991,Yes,226030.7393440795
968.2080904402549,5,3,Urban,1958,Yes,210640.7254259529
2771.2452797260758,4,3,Urban,1995,Yes,340245.6309721215
2302.533147903622,3,1,Suburban,1982,Yes,331225.70716957754
1890.2703222468467,5,2,Rural,2006,Yes,157641.28546021465
981.2739079465784,3,1,Rural,2018,No,146194.34826152655
857.0097717606141,3,1,Suburban,2009,Yes,244727.30722958245
1870.6098047721011,3,3,Urban,1993,No,164064.4091951544
1222.3001356873121,1,2,Rural,1981,Yes,73915.62667588332
818.5632988244394,4,3,Urban,2020,No,195178.75039985162
929.1313872474262,5,2,Rural,2002,Yes,35551.96389643746
395.670332048958,4,1,Urban,1991,Yes,108044.07013251532
1072.379151583969,2,2,Rural,2006,Yes,121342.58316467235
1260.02535553321,4,3,Rural,1997,No,178599.63006914797
1294.8106027578328,1,1,Suburban,1970,Yes,171068.25869509898
893.2221929044207,2,3,Suburban,1968,Yes,170746.64385222897
832.283644781778,1,2,Rural,2003,No,123041.53519838977
1131.1401301892301,4,3,Urban,1995,Yes,152154.63316114707
1170.5880210503126,2,2,Rural,1950,No,201440.2512928238
991.8970809230927,2,1,Rural,2010,Yes,266055.09857965424
1669.4442050925793,1,1,Suburban,2013,No,127604.65978334399
1850.5720854486958,2,3,Urban,1980,Yes,260320.3607710955
1247.6521782535467,2,1,Suburban,1960,No,145781.70015046303
1503.42965453311,5,3,Suburban,1955,Yes,354941.95728711376
1856.4363884019563,4,2,Urban,1999,Yes,210933.82170482603
1669.4918153460842,2,2,Rural,1977,Yes,85418.14646051494
1685.6261106574132,5,3,Urban,1970,Yes,357834.1362994249
1221.0410768679208,5,1,Rural,2023,No,98341.83849130916
1370.3263888767256,3,3,Urban,1979,Yes,204944.60620023077
2729.293458199184,3,3,Suburban,1990,No,115317.28837006117
771.1713904453462,5,1,Suburban,1966,Yes,195307.39378439373
1984.4008819564156,2,3,Rural,1982,Yes,153540.86427282158
1344.9575063049706,4,2,Rural,1961,No,164480.49105923285
1253.2664384663133,3,1,Rural,2014,Yes,219115.75154520557
1080.150482647299,5,3,Urban,2020,No,257950.09963381395
1842.9338659617474,5,2,Rural,2011,Yes,267590.83879749663
1671.9516425059885,3,3,Rural,1997,No,265876.8413450697
912.896950487725,4,3,Urban,1986,No,268069.9753606953
1270.5879889035612,3,3,Urban,1950,Yes,233134.2728027752
923.8817752369775,4,1,Suburban,2001,Yes,188571.21445245438
835.5056818138344,4,1,Rural,1990,Yes,80499.59208058513
721.9073093508497,5,2,Urban,1950,No,258335.10816428953
1652.5266215823697,3,2,Suburban,1974,No,186215.8275549164
1353.4722418317228,3,3,Rural,2015,No,331412.0586395504
1424.7671601944428,5,1,Rural,2000,No,170214.4039216387
2024.5239471267655,2,2,Rural,1977,Yes,182198.7349083215
1959.9587168409223,1,2,Rural,2003,No,92497.83696981397
1664.441194630361,1,2,Urban,2021,No,264619.4154733855
1767.3030580144696,1,3,Urban,1991,Yes,251376.13442494065
1063.9301526483343,2,1,Rural,1967,No,171058.02980979878
1378.0431806711372,1,3,Suburban,1993,Yes,207491.3899859042
1986.896210590934,2,2,Urban,2018,No,210968.6361695953
1882.933158463609,5,2,Rural,2005,Yes,52553.52558906836
1140.2735476076716,2,1,Rural,1954,No,187932.93344714
1242.102839048198,5,3,Suburban,2019,No,109063.31960974366
1676.1723316740897,5,2,Urban,1965,Yes,232628.06492206702
2135.0641965095015,4,1,Suburban,1960,Yes,248116.60924762464
788.3483029295227,5,1,Urban,2021,No,90598.44132001739
1241.593165297047,2,3,Suburban,1976,No,257520.15603435785
2189.692538925163,3,2,Rural,1993,No,354083.60390471376
1779.1305917175453,2,2,Urban,1994,Yes,248408.0548628343
2374.0064037795564,2,1,Rural,1957,No,208751.04946214048
1160.163351904705,5,1,Urban,2002,No,286552.450704459
1505.4668105555027,3,3,Urban,2019,Yes,177005.1475917954
1644.1451146976513,3,1,Suburban,1975,Yes,189399.4861168866
1296.527209712448,5,2,Rural,1959,No,88538.03723446788
318.3878557775895,3,3,Rural,2011,Yes,305969.5316465911
1925.0910741044027,5,1,Urban,2014,No,231162.941440484
2362.7100595594416,3,2,Urban,1968,No,208651.332034542
1770.5075178236739,1,1,Suburban,2009,Yes,111651.22611498306
711.9604828114343,4,3,Urban,1996,No,320652.4163285045
858.7760899446819,1,1,Suburban,1966,No,330754.7074322674
332.19776588301943,5,3,Rural,1999,Yes,336189.2213754569
2018.244706067363,3,3,Suburban,1986,No,188548.4519179503
2074.9218669734482,4,2,Urban,2005,No,207977.69596060202
1276.2328125484228,3,3,Urban,1952,No,255029.76945184148
1196.4488242526265,4,2,Rural,1993,No,237408.0529597155
1906.7294234301448,4,3,Rural,1994,Yes,177357.13940257925
1677.4330572081192,4,1,Suburban,1993,No,296517.9613232865
2396.662774379606,5,2,Urban,1971,Yes,314931.9404624804
1141.4417913031946,4,3,Rural,1958,No,293011.0091384416
1092.4861714026342,3,1,Rural,1958,No,-5490.735904626694
1266.8985808086784,5,2,Suburban,1951,Yes,270829.8913030253
190.42170140918302,1,3,Suburban,1965,Yes,203877.16660708058
947.1511895816566,5,1,Urban,1987,No,217193.35954525106
800.2094079104858,1,3,Suburban,2013,No,45311.58588965735
2104.1288310764876,4,3,Rural,1985,Yes,260773.48336008596
2085.450003636158,2,2,Urban,2021,Yes,308027.3115470568
2379.654750246922,2,2,Suburban,2007,No,209301.79703505192
2048.749721845205,2,2,Suburban,1986,No,244724.38649577703
788.9929882103772,3,2,Suburban,1968,No,233808.8792083157
1751.6758734817495,2,2,Urban,1953,No,189297.3882394807
1997.6079012627335,5,2,Rural,2011,Yes,92169.47281644648
1408.7844411060942,5,2,Urban,2007,Yes,261032.65249239426
810.6813275827832,2,1,Urban,1977,Yes,276224.43941940897
1744.6211620110148,2,1,Suburban,2023,Yes,179952.28276527982
1463.4432201653117,5,1,Suburban,1950,Yes,260237.7387797826
874.9828719022586,4,2,Rural,1998,No,144939.0185490559
1404.6574071614345,2,2,Rural,1960,No,290264.1106034218
1400.8292033939076,4,2,Urban,1989,Yes,219737.56054675498
1839.790960887124,1,1,Urban,1961,Yes,281229.4328168942
1534.2564058281998,1,2,Urban,2007,Yes,242093.24503463096
1076.028109445454,2,1,Urban,1961,Yes,203140.39850398927
1612.6282017315693,4,3,Suburban,1965,Yes,240464.53349089625
856.1116547354787,5,1,Suburban,1991,Yes,184681.6592802449
1447.5144992246373,4,3,Rural,2015,Yes,236671.63595427875
1402.4963001043882,5,2,Rural,2014,Yes,208379.79180018185
869.1200252854006,1,1,Suburban,2016,Yes,208987.88698551833
751.6849206756755,2,2,Suburban,2013,No,235900.08001616952
1702.025646134539,4,2,Urban,2004,No,177266.8195459725
558.6380970428974,1,3,Rural,1976,Yes,180587.32067261552
1977.2184388490905,5,2,Urban,1996,Yes,116827.88312064689
1307.4042553505583,2,1,Suburban,1988,Yes,288847.8442453585
2328.853465112017,4,2,Rural,1961,No,200622.0270137736
1390.7311674986338,2,1,Urban,2008,Yes,175718.48834331485
866.7385070015438,2,2,Urban,1988,No,62007.719461476314
2198.1268452693885,2,2,Suburban,2003,Yes,191296.22978908816
1955.5557016928951,5,2,Urban,2019,Yes,132146.1681585905
1392.4973207095943,5,1,Urban,1952,Yes,52817.13902495423
1339.310245707224,4,3,Rural,1962,Yes,202183.59152159886
1205.869506645105,4,2,Urban,1970,Yes,171967.3447624334
2530.9236695594536,1,2,Urban,2004,Yes,264062.2228535614
1837.9382574085444,3,2,Rural,1954,Yes,29777.971798693063
2008.4380224254428,3,3,Rural,1999,No,457335.1940294246
1154.4379392745802,3,3,Rural,1975,Yes,223001.07802458774
1469.500445572128,1,3,Rural,1997,No,149895.30790869176
1795.9379646304017,1,3,Urban,1980,Yes,128476.12705954224
1346.5789082926622,5,1,Suburban,1993,Yes,152003.44460853343
2245.0570648527478,4,3,Rural,1956,Yes,141142.27179699473
1299.81585067871,4,1,Rural,1984,No,311929.17369829095
1479.4301787264935,5,3,Urban,2018,No,119611.46190561452
1563.6901221797189,1,1,Urban,1995,Yes,199652.45874821028
1623.6329843896706,4,2,Suburban,2015,Yes,69116.52454281795
2475.7089840300696,4,3,Suburban,1958,Yes,300360.7598405063
1343.7737793137353,5,3,Suburban,1971,No,130728.57992519368
1760.6049171413597,4,1,Rural,2023,No,155156.10030891205
1446.5832321181583,5,3,Urban,1996,No,185795.90161599492
2761.8870917066724,3,3,Urban,2006,No,153243.0156201532
1965.47145577746,5,1,Rural,1962,Yes,209884.9656747341
1085.0416912734781,4,2,Suburban,1983,No,181588.4361093618
1655.7736673343734,3,1,Rural,1987,No,231532.98008257351
1059.6083869944246,5,2,Urban,1999,No,186382.53556248738
1147.0131296752074,1,2,Suburban,2005,Yes,150137.76889364183
1277.4497469716853,1,2,Suburban,1970,No,276610.0901370662
1852.1697973198777,3,2,Urban,1979,Yes,159668.9999291893
1501.1457404639236,3,2,Rural,1986,No,98523.33008441186
1775.8738816341743,3,1,Rural,1954,No,122924.66081344166
1483.7996880959463,5,1,Urban,2007,No,148134.69343828384
1509.7897812508872,2,3,Rural,1987,No,343284.8127788639
1519.5778195662544,4,2,Urban,1962,Yes,237167.93974948378
1386.9033111793453,5,1,Urban,1992,Yes,179066.18684945838
855.8812511328555,2,3,Urban,2002,No,189473.6376254311
1625.8528384087485,2,3,Urban,1988,Yes,187316.6614551475
1926.2027547204461,4,1,Rural,1977,No,174603.13596130974
2063.571476115634,1,1,Rural,1960,Yes,67447.2174133017
1073.2670498060472,4,1,Rural,1972,Yes,192378.41844886722
1393.309947883351,2,2,Urban,1991,Yes,296620.3492431237
2071.593196898056,1,1,Urban,1970,No,205379.41016424986
1557.5731196561526,3,2,Rural,1976,No,112212.67868505724
1422.6507969274016,5,3,Rural,1985,Yes,254751.5118483496
2045.6841093334447,2,3,Urban,1994,Yes,123448.01413692528
1804.496901215933,4,2,Suburban,2011,No,214290.311470426
1610.6444702553017,5,2,Urban,2019,No,199578.6220874343
2209.4783414046524,3,3,Suburban,1986,No,232550.26533841962
2052.0387522935375,4,3,Suburban,1974,No,250477.05253909645
1380.678348976551,5,2,Urban,1994,No,204342.3302325817
1155.521850515082,2,1,Urban,1967,Yes,166140.80473733204
1906.3128814751133,3,3,Urban,1968,Yes,305343.20734902855
436.168271878862,5,2,Urban,2011,Yes,227495.09688719123
2001.906282489101,2,3,Suburban,1970,No,242126.211644892
2139.786409050331,4,3,Rural,1990,No,238425.85960672714
785.6003375333178,2,2,Urban,2018,No,231670.67886120325
1241.3702059881368,4,3,Suburban,1956,Yes,212288.70732295743
1831.2702520560074,4,2,Suburban,1962,Yes,231942.94948672745
1753.2305822348048,4,3,Rural,1958,Yes,302579.6517324778
1625.7669213200454,3,2,Urban,1953,Yes,292455.0759229816
1672.0599114613988,2,1,Suburban,2011,Yes,144328.94285913988
1145.8394442868898,2,1,Suburban,1979,Yes,-21950.455369862757
1527.2713358499625,1,3,Urban,2016,Yes,98344.95271712625
1903.3198330439131,3,3,Urban,2019,Yes,172891.38975078549
1972.4223456441673,4,3,Urban,1959,No,288243.6865922359
2061.422407311169,4,1,Suburban,1997,No,313887.57825280796
1195.203628842447,4,1,Urban,2021,No,225625.00217841836
2472.107443271929,2,3,Suburban,1952,No,274594.87180406845
2346.3407308454243,5,3,Urban,1963,Yes,251725.6584162825
1759.0358570754117,5,1,Suburban,1997,No,226425.15508429837
2395.2981571094037,4,3,Rural,1979,No,187474.20890486066
413.8892204089734,3,1,Rural,1952,No,185899.36216815264
965.5640346302933,5,1,Urban,1979,Yes,35424.81478206787
1630.832777257445,2,1,Rural,1956,Yes,200161.11146957942
1836.5321715908099,5,2,Urban,1989,No,234622.179943275
1491.1687771754619,2,3,Rural,1995,No,68520.0302804076
1628.5526076849249,4,3,Suburban,1968,Yes,175866.55558376646
1638.3037508305601,1,3,Urban,1954,No,193620.75869342516
1687.1128292025705,4,1,Suburban,2022,Yes,192897.82251836185
460.4238652047577,4,2,Rural,1994,No,329060.8834870317
1369.2231472087435,1,2,Urban,1956,Yes,170525.7129406122
729.6424880110726,2,3,Suburban,1960,Yes,241743.7047396107
1511.9935291942488,5,2,Urban,2004,Yes,291189.81853898626
881.8952137223416,3,2,Suburban,1955,Yes,198236.6070157483
2045.7041192081717,1,3,Urban,1971,No,99927.58041573233
1470.9150406423962,3,1,Suburban,1972,No,167944.91851711072
1044.6960513186204,1,3,Suburban,2012,Yes,61516.69841170384
1907.949422759274,1,1,Urban,2012,No,163585.72416013872
1650.1896347379013,3,2,Urban,1976,Yes,273336.197317253
1934.9619504638526,1,3,Suburban,2005,Yes,156154.03317873788
1883.3541412548177,4,1,Rural,1963,No,184223.60326178846
700.7652690274166,1,3,Rural,2020,No,196473.08623423285
1535.1927600390115,4,2,Urban,1998,Yes,176640.61790018596
1084.142914942554,1,3,Urban,1988,No,61075.58705098205
2077.7963495627055,4,3,Urban,1984,No,179071.86468064558
1919.481420295679,3,1,Rural,1977,No,154967.72197307568
1528.8121357371488,5,2,Urban,2004,Yes,257206.72859321075
1288.2336194363709,5,2,Rural,1956,No,43595.21687011115
1551.567669420317,5,2,Urban,2018,No,107449.85985734114
1370.5285135564582,1,1,Suburban,1963,Yes,251825.33937017852
1524.0320481425679,4,1,Rural,1990,No,291664.2830322032
2266.4821420792214,5,2,Suburban,1950,Yes,248786.2997910668
1777.2117510956564,5,3,Rural,2010,No,295830.9812430383
1307.9271263686312,2,3,Rural,1965,Yes,89017.88828464903
875.3269195182346,2,3,Urban,2006,No,108244.85396745717
1729.2014669510258,1,2,Suburban,1960,No,244472.73410395248
876.6350222461757,2,3,Rural,2011,No,330216.9536384968
2113.285345546421,2,3,Suburban,2011,Yes,186474.79084767128
1907.3210344568656,5,1,Suburban,1953,Yes,438245.94957196875
517.8731936697004,4,2,Rural,1972,No,225457.12504953798
1995.7238267450612,4,3,Rural,1994,Yes,55469.181609878404
1420.284866258054,4,1,Rural,1951,Yes,322943.980743639
1629.676764161833,2,3,Suburban,1957,Yes,295077.3373620761
1480.6884603634635,4,1,Rural,1976,Yes,204486.3950995727
710.5010999697879,5,3,Urban,1978,Yes,198524.52403857783
1965.3699807642388,1,1,Rural,1953,No,265119.09406603605
1318.7667549239031,3,3,Rural,2022,No,298863.4363568538
891.075023280919,4,3,Rural,1957,Yes,241728.65607483743
1113.6568223235452,4,1,Urban,1996,Yes,298847.15330311615
2021.7361074336673,3,3,Rural,1974,Yes,220961.6229590793
2208.921109561237,4,1,Urban,1973,Yes,126361.25828426337
1244.3672110266643,5,1,Suburban,1975,No,206271.77978316674
1798.3911641648258,1,2,Rural,1984,Yes,161400.2203650877
1579.4712764002875,4,1,Rural,1994,Yes,345754.33772633085
1709.956601937366,5,2,Rural,1955,No,263211.0993017481
1945.4100909194344,3,1,Rural,1957,Yes,351393.89565559756
1695.643706968559,3,1,Urban,2001,Yes,295038.7656641179
1144.0872676675772,5,2,Urban,1952,No,69308.13260074664
718.0888274462848,5,3,Urban,1956,Yes,138300.55123957296
1827.4672015022995,5,3,Urban,1971,No,82520.19614393893
2458.5635087367327,3,3,Urban,1998,No,321987.22777401155
1733.8777694529224,2,2,Suburban,2003,No,236602.82024837186
1314.0496088314007,3,3,Urban,1990,Yes,313411.10902260913
1686.8878989005098,3,1,Urban,1985,Yes,9496.509645298385
1478.8521380713462,5,2,Suburban,1978,Yes,332210.293074974
203.29654659120274,4,2,Urban,1961,Yes,233356.7697032289
1656.588021462352,4,2,Rural,2006,No,246762.0415206644
393.4607138996737,4,1,Suburban,1999,Yes,151157.1621584859
1497.0707338414895,5,1,Urban,1991,Yes,277809.658226331
1820.993925544773,1,1,Rural,1980,Yes,181641.72250300564
957.3638998468524,2,1,Suburban,2001,Yes,196871.41308185816
736.8780152748425,4,1,Suburban,1977,Yes,169555.07534415516
1971.1073715603995,2,2,Suburban,1989,No,262888.2167916914
160.15150859021924,1,2,Rural,2003,No,197935.789080145
901.7547945223333,3,3,Rural,2006,Yes,189442.98542201816
1613.596066411528,4,1,Suburban,1968,No,169808.7697064383
1732.2675152870952,5,2,Urban,2002,Yes,142446.70700957262
1918.2985726251532,3,1,Suburban,2017,Yes,306741.98903937
1093.3580098967468,2,2,Suburban,1973,Yes,281001.86041658965
1563.925689937238,3,1,Rural,2008,Yes,366032.4380646539
1038.8135102723538,2,1,Urban,1961,No,126417.51907862464
1140.973601913225,4,3,Suburban,1986,Yes,215207.98979288293
1725.7692520314017,1,2,Suburban,1963,No,192357.87764472805
1105.6572560076106,5,3,Urban,1967,Yes,218906.45774147654
1665.5502171555063,5,1,Rural,2000,No,266394.68045944546
1312.6774654966625,4,1,Suburban,2000,No,252626.795087648
1780.6194603995978,4,1,Rural,1954,No,55780.79911134101
1425.8292758213195,4,2,Urban,1996,Yes,249619.52112165443
1237.9544050043874,1,1,Suburban,1982,No,240858.47816418597
1839.74629769853,2,2,Rural,2010,Yes,317246.7548815893
1510.5445325842297,5,1,Suburban,1956,Yes,221207.14856724004
1124.0704008710577,4,1,Rural,1999,No,250463.5403341292
970.0581398676338,2,2,Urban,1964,No,74571.2538343755
1142.7409309033778,5,3,Urban,1991,Yes,318701.5681342779
2113.2886594055435,4,3,Rural,2017,No,247021.44811725907
1028.2659554677205,2,2,Rural,2009,No,292551.2063075435
1152.5884427321562,2,2,Rural,2018,Yes,292657.5677675221
1452.2389965667242,1,1,Suburban,1971,Yes,238187.54719521294
2504.7606315819285,3,1,Suburban,1978,No,212604.18586276256
1310.1842381665963,1,2,Urban,1967,No,137275.78121937165
1326.9345529878212,4,2,Suburban,1970,No,180628.27131054213
1785.4659339091704,5,1,Urban,1998,Yes,220841.13130221443
990.1340667106508,1,2,Rural,2009,Yes,134625.57723967062
780.5842647699042,5,2,Rural,1978,No,356632.7154772555
1103.188251526556,2,3,Suburban,1991,No,185107.24439341036
990.96750587832,3,2,Urban,2012,No,133591.13562168457
553.2103973277095,4,3,Urban,2008,No,146089.31775891536
1884.7305891523,1,1,Urban,2010,No,75938.89015169085
1577.164270459572,2,2,Urban,2014,No,254683.13507692146
1541.5121144303544,3,3,Suburban,2016,Yes,202277.42259624894
1385.5836663567397,4,3,Rural,1956,No,148514.4891120842
2112.1809483499173,4,1,Urban,1981,No,275722.462030669
1205.029602041494,2,3,Suburban,1972,No,338066.0112643408
2929.9176851926322,2,1,Urban,1989,Yes,121108.58653794475
1317.6809896829388,5,2,Rural,1973,Yes,279387.3268144884
1200.7791817029292,1,2,Rural,1999,Yes,270692.4052381123
1476.566485905703,2,1,Suburban,2005,Yes,124607.16035529888
2342.7629077927736,3,1,Urban,1968,Yes,265898.8900436041
1088.159564873933,4,3,Rural,1999,No,237343.0048395085
2168.359818873954,1,1,Urban,2016,Yes,78274.28902191196
1235.8085248336645,3,3,Rural,1952,Yes,50068.934888127405
1103.9524080208207,5,1,Urban,1975,No,78567.11228439627
1125.6603977968493,2,2,Suburban,1953,Yes,178169.76914761448
1480.0621838639115,4,3,Rural,1981,No,187731.38152429275
1508.786864601252,4,3,Rural,1976,No,113162.8727859832
1549.1615483823514,3,2,Rural,1992,Yes,290856.0088738617
1457.10557830741,2,3,Suburban,1976,Yes,187664.48171222128
1440.882761763724,5,3,Suburban,1987,No,244241.02119695785
